WKT,name,description
"LINESTRING (106.7244612 -6.0906782, 106.7059218 -6.0954576, 106.6866957 -6.0961403, 106.6866957 -6.1043334, 106.6963088 -6.1111609, 106.6894423 -6.1227674, 106.6894423 -6.1323255, 106.6894423 -6.1446143, 106.6887557 -6.1603162, 106.6894423 -6.1698736, 106.7031752 -6.1753349, 106.7100417 -6.1801135, 106.7162215 -6.1924012, 106.7265212 -6.1937665, 106.7230879 -6.2053712, 106.7162215 -6.2176582, 106.7196547 -6.2244842, 106.7313277 -6.2244842, 106.7436873 -6.2292624, 106.7478072 -6.2429141, 106.7505538 -6.2490572, 106.753987 -6.258613, 106.7505538 -6.2763591, 106.7601668 -6.2790892, 106.76566 -6.289327, 106.7732131 -6.3002471, 106.7759597 -6.3118494, 106.7773329 -6.3227691, 106.7944991 -6.3173093, 106.8034255 -6.3173093, 106.8041121 -6.3302762, 106.8006789 -6.3418778, 106.7931258 -6.3473373, 106.7931258 -6.3616683, 106.8061721 -6.3657628, 106.8185317 -6.3596211, 106.8308913 -6.3555265, 106.8398177 -6.3500671, 106.839131 -6.3425603, 106.8494307 -6.3384656, 106.8583571 -6.3466549, 106.8583571 -6.3548441, 106.8700301 -6.3562089, 106.8762099 -6.3637156, 106.8906295 -6.3698573, 106.9091689 -6.3616683, 106.916722 -6.3459725, 106.9222151 -6.3275463, 106.9201552 -6.305707, 106.9105422 -6.292057, 106.9098555 -6.2777242, 106.9029891 -6.2579305, 106.9139754 -6.2565654, 106.9407546 -6.2511049, 106.9455611 -6.2319928, 106.9579207 -6.2135626, 106.9668471 -6.1924012, 106.9702803 -6.1657776, 106.9695937 -6.1357391, 106.9661605 -6.1002369, 106.9538008 -6.0954576, 106.9318282 -6.0954576, 106.9201552 -6.1009197, 106.9098555 -6.0988714, 106.8995558 -6.1070644, 106.8892562 -6.0975059, 106.87415 -6.1002369, 106.8686568 -6.1084299, 106.850804 -6.1166228, 106.8322646 -6.1207192, 106.8233382 -6.1173056, 106.8123519 -6.1227674, 106.8068587 -6.1118437, 106.8013655 -6.1070644, 106.7876326 -6.1070644, 106.7773329 -6.1070644, 106.7622267 -6.1043334, 106.7519271 -6.1036507, 106.7388808 -6.1029679, 106.7333876 -6.1138919, 106.7265212 -6.1056989, 106.7251479 -6.0954576)",Jakarta,
