WKT,name,description
"POLYGON ((110.8294083 -8.2000685, 110.8321549 -8.1769606, 110.8197953 -8.1497731, 110.7868363 -8.1524919, 110.7868363 -8.1089884, 110.7868363 -8.0749979, 110.7552506 -8.031486, 110.7552506 -7.998849, 110.7607437 -7.9607691, 110.7717301 -7.8968415, 110.7785965 -7.8424272, 110.7744767 -7.8097752, 110.7497574 -7.8165779, 110.7167984 -7.79753, 110.7058121 -7.8138568, 110.6728531 -7.7893664, 110.6467606 -7.804333, 110.601442 -7.804333, 110.5808426 -7.7934482, 110.5574967 -7.7961694, 110.5341507 -7.8002512, 110.5039383 -7.7689566, 110.4902054 -7.7471851, 110.4819657 -7.6954732, 110.4627396 -7.5838629, 110.4435135 -7.5471068, 110.4256607 -7.5566364, 110.3652359 -7.6178935, 110.3130509 -7.6464771, 110.2704789 -7.7036386, 110.2553727 -7.6464771, 110.2210404 -7.645116, 110.1867081 -7.645116, 110.1194168 -7.6696148, 110.1304032 -7.7036386, 110.1290299 -7.741742, 110.1056839 -7.7743993, 110.0631119 -7.8124963, 110.0548722 -7.8410668, 110.0383927 -7.876437, 110.0960709 -7.9186052, 110.1798416 -7.9498885, 110.2677323 -8.0070085, 110.3363968 -8.0396448, 110.5890824 -8.1443354, 110.686586 -8.1905537, 110.7319046 -8.202787, 110.7909561 -8.2000685, 110.8294083 -8.2000685))",DIY Yogyakarta,
